DeviceName,DeviceType,Serial Number,Product Number (PN),IP Address,Site,Total Interfaces,Up Links,Down Links,Access Port,UP Link Interfaces,Interface Types,Stack,Active PSU,Non Active PSU,Switch Topology,Switch Mode,PSU Count,PSU Model,Total Power Capacity,Power Output (W),Power Input (W),Energy Efficiency%,Power Consumption,Input Packets,Output Packets,RX (MB),TX (MB),Data Traffic Consumed (MB),Data Traffic Consumed (GB),Data Traffic Allocated (MB),Data Throughput per Watt (MB/W),DataTraffic Utilization%,Carbon Emission (kgCO₂),Carbon Emission (tonCO₂),HW End-of-Life (EoL),HW End-of-Support (EoS),HW Last Day of Support,HW Last Date of RFA,HW Security Support EoS,SW Maintenance EoL,SW Vulnerability Support EoS,Error Message,Carbon Emission (kgCO2)
SABLD420BG01,cisco_ios,FOC2232Z0TN,C9300-48U,10.70.100.12,JebelAli,68,33,35,48,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/23, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/41, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3351,5832,57.46,0.0288,148452541,152358157,101101.588,101589.039,202690.627,197.94,26820000,34.755,0.755744,1.3541,0.0014,,,,,,,,Successfully connected to device.,2.3567
SABLD420G02,cisco_ios,FOC2232Z0ZP,C9300-48U,10.70.100.31,JebelAli,70,29,41,48,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/45, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","3 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3336,5832,57.2,0.0167,318186080,262481071,202965.173,146849.71,349814.883,341.616,16740000,59.982,2.089695,1.3481,0.0013,,,,,,,,Successfully connected to device.,2.3567
ADM.214MKT_SW3,cisco_ios,FCW2233G0B7,C9300-48U,10.30.100.49,JebelAli,199,83,116,48,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/27, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/5, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/21, GigabitEthernet2/0/23, GigabitEthernet2/0/25, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/31, GigabitEthernet2/0/33, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/39, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, GigabitEthernet3/0/2, GigabitEthernet3/0/3, GigabitEthernet3/0/4, GigabitEthernet3/0/6, GigabitEthernet3/0/12, GigabitEthernet3/0/13, GigabitEthernet3/0/15, GigabitEthernet3/0/16, GigabitEthernet3/0/17, GigabitEthernet3/0/18, GigabitEthernet3/0/21, GigabitEthernet3/0/24, GigabitEthernet3/0/30, GigabitEthernet3/0/35, GigabitEthernet3/0/37, GigabitEthernet3/0/38, GigabitEthernet3/0/40, GigabitEthernet3/0/42, GigabitEthernet3/0/45, GigabitEthernet3/0/46, GigabitEthernet3/0/47, GigabitEthernet3/0/48, AppGigabitEthernet3/0/1, Port-channel1","2 Virtual, 156 Gigabit, 24 TenGigabit, 6 TwentyFiveGigabit, 6 FortyGigabit",TRUE,2,2,Standalone,Power sharing,4,"PWR-C1-1100WAC,Unknown",2200,9984,17496,57.06,0.0843,178172802,141903195,125768.468,81765.347,207533.815,202.67,67050000,11.862,0.309521,4.0345,0.004,,,,,,,,Successfully connected to device.,7.0701
SAHEADOFFG02,cisco_ios,FOC2233U0F7,C9300-48U,10.30.100.30,JebelAli,264,123,141,48,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/12, GigabitEthernet1/0/14, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/13, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/21, GigabitEthernet2/0/22, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/26, GigabitEthernet2/0/27, GigabitEthernet2/0/28, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/34, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/44, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/48, AppGigabitEthernet2/0/1, GigabitEthernet3/0/1, GigabitEthernet3/0/2, GigabitEthernet3/0/3, GigabitEthernet3/0/4, GigabitEthernet3/0/5, GigabitEthernet3/0/6, GigabitEthernet3/0/7, GigabitEthernet3/0/8, GigabitEthernet3/0/9, GigabitEthernet3/0/10, GigabitEthernet3/0/11, GigabitEthernet3/0/13, GigabitEthernet3/0/14, GigabitEthernet3/0/17, GigabitEthernet3/0/19, GigabitEthernet3/0/21, GigabitEthernet3/0/22, GigabitEthernet3/0/26, GigabitEthernet3/0/31, GigabitEthernet3/0/33, GigabitEthernet3/0/34, GigabitEthernet3/0/38, GigabitEthernet3/0/41, TenGigabitEthernet3/1/1, AppGigabitEthernet3/0/1, GigabitEthernet4/0/1, GigabitEthernet4/0/2, GigabitEthernet4/0/6, GigabitEthernet4/0/8, GigabitEthernet4/0/10, GigabitEthernet4/0/12, GigabitEthernet4/0/14, GigabitEthernet4/0/16, GigabitEthernet4/0/17, GigabitEthernet4/0/32, GigabitEthernet4/0/36, GigabitEthernet4/0/37, GigabitEthernet4/0/38, GigabitEthernet4/0/39, GigabitEthernet4/0/40, GigabitEthernet4/0/42, GigabitEthernet4/0/43, GigabitEthernet4/0/44, AppGigabitEthernet4/0/1, Port-channel1","2 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,11602,20412,56.84,0.1059,195951209,180782960,112382.286,80437.949,192820.235,188.301,103698000,9.446,0.185944,4.6884,0.0047,,,,,,,,Successfully connected to 10.30.100.30,8.2485
SACH2MGMT17013G01,cisco_ios,FCW2233C0KA,C9300-48U,10.20.100.34,JebelAli,69,33,36,48,"Vlan200, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/31, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3312,5832,56.79,0.018,241802371,185252244,215052.95,109029.325,324082.275,316.487,26100000,55.57,1.241695,1.3384,0.0013,,,,,,,,Successfully connected to device.,2.3567
ADM.2003FIN.1F.A-ASW.3,cisco_ios,FCW2233D0BY,C9300-48U,10.30.100.21,JebelAli,69,23,46,48,"Vlan100, GigabitEthernet1/0/3, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3312,5832,56.79,0.0675,79424999,55252278,53346.103,33013.178,86359.281,84.335,21150000,14.808,0.408318,1.3384,0.0013,,,,,,,,Successfully connected to device.,2.3567
SADESALB903G01,cisco_ios,FCW2234C1CF,C9300-24P,10.70.100.25,JebelAli,45,25,20,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/5, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,3171,5640,56.22,0.0348,117932931,132817671,80014.383,82015.794,162030.177,158.233,20430000,28.729,0.793099,1.2814,0.0013,,,,,,,,Successfully connected to device.,2.2791
SAHEADOFFG05,cisco_ios,FCW2233L0E5,C9300-48U,10.30.100.125,JebelAli,134,45,89,48,"Vlan100, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/38, GigabitEthernet1/0/39, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/4, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/16, GigabitEthernet2/0/18, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/26, GigabitEthernet2/0/28, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/36, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/43, GigabitEthernet2/0/46, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6552,11664,56.17,0.2832,44181039,41688174,21238.307,19945.88,41184.187,40.219,34389000,3.531,0.11976,2.6477,0.0026,,,,,,,,Successfully connected to device.,4.7134
SAHEADOFFG01,cisco_ios,FCW2232E0U5,C9300-48U,10.30.100.28,JebelAli,134,46,88,48,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/12, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/23, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/31, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/37, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/45, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/8, GigabitEthernet2/0/23, GigabitEthernet2/0/29, GigabitEthernet2/0/33, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/45, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6528,11664,55.97,0.1148,106931216,93421218,59195.911,42399.285,101595.196,99.214,36909000,8.71,0.275259,2.638,0.0026,,,,,,,,Successfully connected to device.,4.7134
SACH1MAINTBLDGG02,cisco_ios,FOC2234U16S,C9300-24P,10.10.100.40,JebelAli,45,27,18,24,"Vlan100, Vlan110, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","3 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,3144,5640,55.74,0.0825,64723144,66267169,34152.654,34252.267,68404.921,66.802,21780000,12.129,0.314072,1.2705,0.0013,,,,,,,,Successfully connected to device.,2.2791
SARODBLD675G01,cisco_ios,FCW2234C1C9,C9300-24P,10.70.100.14,JebelAli,45,22,23,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,3124,5640,55.39,0.0321,144337698,104724320,110546.712,65066.418,175613.13,171.497,12789000,31.137,1.373158,1.2624,0.0013,,,,,,,,Successfully connected to device.,2.2791
PL.5004T.PL9.GF.A-ASW1,cisco_ios,FCW2236L0G6,C9300-24P,10.60.100.44,JebelAli,44,17,27,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/18, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,3120,5640,55.32,0.1365,47350763,48715115,20590.255,20739.869,41330.125,40.361,8289000,7.328,0.498614,1.2608,0.0013,,,,,,,,Successfully connected to device.,2.2791
SACH2SAWIG01,cisco_ios,FCW2234G0SK,C9300-24P,10.20.100.47,JebelAli,45,8,37,24,"Vlan200, GigabitEthernet1/0/4, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,3118,5640,55.28,0.6698,10241755,9548353,4729.43,3691.007,8420.437,8.223,5220000,1.493,0.161311,1.26,0.0013,,,,,,,,Successfully connected to device.,2.2791
SA5619G01,cisco_ios,FOC2242Z0H2,C9300-48U,10.60.100.26,JebelAli,68,29,39,48,"Vlan100, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3216,5832,55.14,0.0825,64424883,66960767,35145.662,35539.043,70684.705,69.028,16659000,12.12,0.424303,1.2996,0.0013,,,,,,,,Successfully connected to device.,2.3567
SAPWRBLD4200G01,cisco_ios,FCW2234G13T,C9300-24P,10.70.100.19,JebelAli,44,24,20,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,3096,5640,54.89,0.1536,33605996,35530344,18257.75,18459.358,36717.109,35.857,17019000,6.51,0.215742,1.2511,0.0013,,,,,,,,Successfully connected to device.,2.2791
SAFSBLDCHOFFG01,cisco_ios,FCW2236D0JA,C9300-24P,10.30.100.119,JebelAli,45,28,17,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/1/1, GigabitEthernet1/1/2, GigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,3096,5640,54.89,0.0096,504898132,379596458,366280.317,218892.174,585172.491,571.458,20790000,103.754,2.814682,1.2511,0.0013,,,,,,,,Successfully connected to device.,2.2791
SAPL21BLD531G01,cisco_ios,FCW2236G0H3,C9300-24P,10.50.100.28,JebelAli,44,19,25,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/16, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,3072,5640,54.47,0.2928,17753712,18026843,9593.731,9670.51,19264.241,18.813,14220000,3.416,0.135473,1.2414,0.0012,,,,,,,,Successfully connected to device.,2.2791
SAPL5BLD594G03,cisco_ios,FOC2236Q091,C9300-24P,10.60.100.54,JebelAli,44,18,26,24,"Vlan100, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/18, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,3048,5640,54.04,0.0276,162512143,273814547,68564.059,135419.356,203983.416,199.203,11700000,36.167,1.743448,1.2317,0.0012,,,,,,,,Successfully connected to device.,2.2791
SAPL5BLD594G02,cisco_ios,FOC2236Z06T,C9300-24P,10.60.100.51,JebelAli,44,17,27,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/10, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/18, GigabitEthernet1/0/22, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,3048,5640,54.04,0.1506,38324631,40263514,18600.536,18840.459,37440.995,36.563,12420000,6.638,0.301457,1.2317,0.0012,,,,,,,,Successfully connected to device.,2.2791
